sent_time,raw_chat_message,processed_chat_message,cluster_num,x,y
00:07:03.315000,Live ?,live ?,0,0.27493685,-0.6226214
00:07:10.971000,bruh tex is nuts,bruh tex nuts,8,0.086232014,0.6252945
00:07:14.028000,COME TURKEYY,come turkeyy,8,0.45864668,0.52603334
00:07:15.815000,NA top region,na region,0,0.10307123,-1.1133363
00:07:19.298000,yes live,yes live,8,0.34830672,0.28913733
00:07:19.574000,does anyone know if this is live or a replay game?,know live replay game ?,8,1.7593981,0.46454677
00:07:22.112000,pls don.t toxic,pls . t toxic,8,1.3318423,-0.12988035
00:07:27.865000,"im impressed they can cast both games, very telented","im impressed cast games ,",8,2.0039961,0.63550645
00:07:28.221000,ty,ty,4,-0.79812,0.36420673
00:07:30.278000,Squid1 DarkMode Squid4,squid1 darkmode Squid4,0,-0.20126359,-0.7614426
00:07:30.285000,IS THIS LIVE ?,live ?,0,0.27493685,-0.6226214
00:07:32.603000,What’s the score?,’ s score ?,8,1.824023,1.3303578
00:07:34.738000,drops please,drops,1,-0.6571503,1.2234318
00:07:36.577000,no no live match,live match,8,0.33532742,0.23646125
00:07:38.994000,what was og c9 @slleepisheepi,og c9 @,5,0.5567156,-1.4617202
00:07:42.036000,KIX AND INTERRO PogU,kix interro pogu,8,-0.25892046,0.29928088
00:07:42.112000,selamunaleykum,selamunaleykum,7,-0.9610942,-0.6648927
00:07:45.473000,c9b os Girls ir boys?,os girls ir boys ?,0,1.2919043,-2.052933
00:07:45.577000,live match,live match,8,0.33532742,0.23646125
00:07:48.004000,@savvy_8 it's live,@ savvy_8 it's live,5,1.6646122,-0.69460666
00:07:48.619000,Okay thx,okay thx,4,-0.00019911164,0.9946676
00:07:50.874000,I think it's live. it's on the roster,think it's live . roster,8,2.019659,1.1940559
00:07:50.887000,OMEGALUL,OMEGALUL,2,-0.6122395,1.4766288
00:07:51.637000,WARDELL'S SON!! ***,son ! *,0,0.4177632,-1.3918428
00:07:54.540000,"venkatxero, tnx <3",", tnx <3",0,0.2899994,-1.0897825
00:07:55.959000,@r1pleys ya come turkey ne alaja oç,@ ya come turkey ne oç,5,1.7414516,-2.1507423
00:07:59.983000,WARDELL'S SON!! *** SON!! *** SON!! ***,son ! *,0,0.4177632,-1.3918428
00:08:14.196000,cqb is boys,cqb boys,8,-0.20830707,0.41502088
00:08:15.665000,omegalul?,omegalul ?,0,-0.22102846,-0.3983752
00:08:17.117000,whats sy,whats sy,8,0.18325904,0.08307667
00:08:18.007000,Best casters in the world <3 <3,best casters world <3,8,1.0981072,-0.13862264
00:08:18.553000,c9b are Girls or boys?,girls boys ?,0,0.46666417,0.39010084
00:08:19.372000,gavur musun,gavur musun,0,-0.38105774,-1.474696
00:08:20.711000,W OMEGALUL R D E L L,w OMEGALUL r d e l,0,1.4473318,-1.3824294
00:08:23.826000,ok,ok,4,-0.6563513,0.9084542
00:08:24.882000,aceu?,aceu ?,0,-0.23764431,-0.8732962
00:08:27.048000,whats the game score,whats game score,8,0.833114,1.1579943
00:08:28.608000,"I noew poiz, but tenz is the king","noew poiz , tenz king",0,0.6424919,-0.74121517
00:08:30.545000,bb toxic eu,bb toxic eu,0,0.46750274,-0.91762227
00:08:30.894000,wait my notification said fnatic???,wait notification said fnatic ?,8,1.5646267,0.27604666
00:08:48.200000,@carleitor83 men,@ men,5,0.2296009,-1.5501988
00:08:49.448000,xeta come bbl,xeta come bbl,8,0.7235918,0.21246764
00:08:56.469000,poiz 6:13 KEKW,poiz 6:13,0,-0.752239,-0.5363335
00:08:57.528000,"@fakeadreon nop, aceu not play comp","@ nop , aceu play comp",5,1.6880527,-0.8976146
00:08:59.216000,c9 white is women I think,c9 white women think,8,1.4067527,1.854001
00:09:02.888000,kero takas,kero takas,0,-0.28817397,-1.3726523
00:09:09.344000,is that kixstar,kixstar,4,-0.8475137,0.14140967
00:09:09.522000,what's c9 blue,what's c9 blue,8,0.8652496,0.83825856
00:09:11.686000,"@1lconte the notification didn't update, FNATIC played at 5pm CET","@ notification didn't update , fnatic played 5pm cet",8,2.5361578,-0.9455737
00:09:12.716000,Are c9b a top team?,team ?,0,0.2620518,0.301582
00:09:12.910000,second team?,second team ?,8,0.725384,0.4470638
00:09:16.255000,türklere sa,türklere sa,0,-0.32842752,-1.765784
00:09:18.527000,sa,sa,3,-1.3640217,-1.7744436
00:09:20.965000,sas,sas,6,-0.9503294,-0.08306353
00:09:22.230000,im just here for sen game,im sen game,8,1.469792,0.6662017
00:09:22.341000,sasa,sasa,7,-0.9104699,-1.4197781
00:09:23.777000,sasasa,sasasa,7,-0.95849025,-0.5273502
00:09:25.764000,sasasasa,sasasasa,7,-0.9614262,-0.42909658
00:09:30.292000,@cesarbrown370  ty,@ ty,5,0.2234864,-1.6124711
00:09:30.990000,31,31,6,-1.0631362,-0.8080887
00:09:32.136000,are those matches from Beta VALORANT? I only see old agents Kappa,matches beta ? old agents Kappa,8,1.3253264,0.16431952
00:09:35.499000,whay is it C9B? Isen it just C9?,whay ? isen c9,0,0.2575953,-0.9022778
00:09:38.505000,brrrrrrrr,b\1\1,4,-0.84194344,-0.063827276
00:09:38.534000,@liogal i see ty for the information,@ ty information,5,0.8888885,-1.8162044
00:09:41.004000,ares,ares,2,-0.94684273,0.16858742
00:09:41.815000,31 31,31,6,-1.0631362,-0.8080887
00:09:42.923000,chat sus monkaW,chat sus monkaw,0,0.73581105,-0.6670005
00:09:43.912000,hallo,hallo,4,-1.0044334,-0.4941352
00:09:44.794000,oc,oc,2,-0.8136789,0.15224497
00:09:48.798000,CADE A LEGENDA ?TA IN INGLES GARAIO,cade legenda ? ta ingles garaio,0,0.7386248,-2.7143388
00:09:50.644000,is that interro and kixstar,interro kixstar,4,-0.6027384,0.0008437793
00:09:51.323000,xeta takas kero olur gibi,xeta takas kero olur gibi,0,0.21730511,-1.6469362
00:09:51.806000,osbir,osbir,7,-0.9483176,-0.79531294
00:09:53.147000,"@LotharHS exactly my thought, what are these agents comp","@ lotharhs exactly thought , agents comp",8,1.7847782,-0.8342768
00:09:55.984000,k,k,9,-0.7513801,-0.22606799
00:09:56.801000,is this rerun ?,rerun ?,0,0.00063722854,-0.13250275
00:09:57.879000,ares ne oc,ares ne oc,0,0.08301556,-2.0401459
00:10:01.770000,@LotharHS sheeeeesh,@ lotharhs sh\1\1sh,5,0.2477942,-2.0038295
00:10:04.553000,@lotharhs og agents are op,@ lotharhs og agents op,5,0.97217864,-1.8967555
00:10:04.716000,@magyarkuti C9white is female team,@ female team,5,1.0596306,-0.6863864
00:10:04.989000,Wait is this kixstar and interro?,wait kixstar interro ?,8,0.79721826,0.16260551
00:10:05.464000,all good,good,4,-0.09664068,4.5928826
00:10:13.663000,31,31,6,-1.0631362,-0.8080887
00:10:15.998000,where can I see the braqcket? liquipedia doesnt seem to be up to date,? liquipedia doesnt date,8,1.4344562,-0.2102668
00:10:24.523000,NRG is dropping in val,nrg dropping val,8,0.40980908,0.70572644
00:10:27.190000,C9 has two teams C9 Blue (C9B) and C9 White (C9W),c9 teams blue ( ) white,0,1.6360153,-1.047619
00:10:27.610000,+1,+ 1,0,-0.13762884,-1.2826906
00:10:30.960000,they sound like kixstar and intero,sound like kixstar intero,8,1.2992707,1.156564
00:10:38.778000,tex is insae,tex insae,8,-0.6028087,-0.17967585
00:10:41.418000,poiz throwing...,poiz URL,0,-0.029320523,-0.9490565
00:10:43.029000,liquidpedia says this  a live game,liquidpedia says live game,8,1.3147663,0.10456347
00:10:43.494000,they say the same things,things,2,-0.39933476,3.2720616
00:10:47.350000,won an eco,won eco,8,0.3218612,0.36055306
00:10:48.434000,bruh these caster give no hype to the game,bruh caster hype game,8,0.7669086,0.48994538
00:10:49.620000,fut 2-0 defeat :(,fut 2-0 defeat :(,8,0.7790036,-0.66934973
00:10:52.292000,@Sahrk_ ***,@ _ *,5,0.68985856,-1.7047616
00:10:59.322000,TOP 99 JETT IN SEA SERVER!!  ***,99 jett sea server ! *,0,1.3663589,-1.2561864
00:11:06.230000,This is so weird hearing Parker and Kix call something other than R6,weird hearing parker kix r6,8,0.9441753,0.5721699
00:11:07.960000,@uherlole easy win,@ easy win,5,1.0411325,-0.805042
00:11:14.505000,tex is farming c9,tex farming c9,8,0.5496602,0.2763943
00:11:20.543000,turks doesnt know the game,turks doesnt know game,8,1.7854023,1.2299242
00:11:25.056000,@titanpaul3 YES i was gonna say the same dude!!!,@ yes gonna dude !,5,1.7931327,-1.2178627
00:11:26.779000,these aren't valorant casters give them a break,aren't casters break,8,1.2697759,1.5940411
00:11:29.562000,@Nic00o_  sad but true,@ _ sad true,5,1.0478312,-0.9268077
00:11:30.490000,chat toxic,chat toxic,8,0.32805622,1.1762303
00:11:30.788000,@titanpaul3 true,@ true,5,0.36282116,-0.7450959
00:11:33.889000,TOP 99 JETT IN SEA SERVER!! ***,99 jett sea server ! *,0,1.3663589,-1.2561864
00:11:47.918000,did fut win or lose,fut win lose,8,0.65102583,0.779724
00:12:01.753000,unluko,unluko,6,-1.019907,-0.48295185
00:12:03.759000,Btw did guild win?,btw guild win ?,8,1.0479122,0.11709619
00:12:04.384000,ult???,ult ?,0,0.31996524,-0.19405618
00:12:04.578000,fut lost...,fut URL,0,-0.032852855,-1.1145136
00:12:05.198000,@conspiracyy lose,@ lose,5,0.8199354,-0.33191657
00:12:08.403000,why aceu is not here,aceu,7,-0.97178644,-0.44421485
00:12:15.903000,lost,lost,1,-0.35722795,3.5042663
00:12:26.732000,@zeynepiremy aynn,@ aynn,5,0.09058442,-2.3600087
00:12:35.808000,@Kalatraba7 don't hate on my bois. It's a slow game and they usually hype up their og cast game (Rainbow 6 siege). They are newbies to the Valorant casting scene give them some time.,@ don't hate bois . it's slow game usually hype og cast ( rainbow 6 siege ) newbies casting scene time,8,3.1958842,-1.019011
00:12:38.195000,@astrafishyrr acue not valorant player for nrg,@ player nrg,5,0.7550214,-1.0110759
00:12:39.845000,@Aeolas1 yes,@ yes,5,0.29235688,-0.7610774
00:12:49.514000,@astrafishyrr lmao not everyone in a team plays competitively,@ lmao team plays competitively,5,1.4488516,-0.6063548
00:12:53.554000,@astrafishyrr aceu not play comp,@ aceu play comp,5,1.3503296,-0.74410886
00:12:54.530000,ain,ain,9,-1.0354416,1.3066559
00:12:55.019000,biraz fazla unlucky oldi canim,biraz fazla unlucky oldi canim,0,0.3902589,-1.3954436
00:12:59.475000,Ty,ty,4,-0.79812,0.36420673
00:13:08.313000,nobru apelao,nobru apelao,0,-0.7304866,-0.75543594
00:13:24.232000,;(,;(,6,-0.96055686,-0.4404875
00:13:25.442000,sadece hüzün,sadece hüzün,0,-0.46677542,-1.3363345
00:13:32.587000,is xeta xeppaa?,xeta ?,0,-0.23301052,-0.8269447
00:13:37.280000,@conspiracyy lmao no wonder they are so quiet,@ lmao wonder quiet,5,1.3164281,-0.2110852
00:13:45.399000,@vilkku123 no,@,7,-0.6393772,-1.377491
00:13:50.625000,***,*,3,-0.613697,0.12726241
00:13:56.181000,ok,ok,4,-0.6563513,0.9084542
00:13:56.260000,merhaba,merhaba,7,-1.0224693,-1.0621244
00:14:03.354000,Who picked this map?,picked map ?,8,0.91542584,0.30357146
00:14:08.398000,dude mitch be throwing,dude mitch throwing,8,0.61210954,1.4834157
00:14:14.426000,no tenz = no 13-0,tenz = 13-0,0,-0.058667358,-0.87749237
00:14:15.043000,dalga geçio xd,dalga geçio xd,0,-0.17250106,-1.8984584
00:14:22.785000,hi,hi,4,-0.66538805,1.1447023
00:14:31.592000,YEP 👉 KEKW,yep 👉,8,-0.091265775,-0.055455897
00:14:35.943000,PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,PogChamp,3,-1.0396146,-0.47367474
00:14:46.187000,Rainbow casters?,rainbow casters ?,0,0.27841538,-0.40837476
00:14:46.775000,when is the losers bracket,losers bracket,0,-0.19851895,0.49980712
00:14:49.634000,SeemsGood,SeemsGood,3,-1.0442829,-0.34696278
00:14:53.879000,s0men nooo,n\1\1,4,-0.8078055,-0.05806641
00:14:54.970000,c9 just lost it when tenz left but they are winning tho,c9 lost tenz left winning tho,8,1.4127674,0.91924864
00:14:58.274000,"nop, poiz is throwing, a duelist and no fragging?","nop , poiz throwing duelist fragging ?",8,1.1683575,-0.43870342
00:15:07.110000,jesus,jesus,2,-0.88812476,0.9650768
00:15:11.355000,Leaf so good,leaf good,8,0.7744653,2.2965438
00:15:15.027000,wtf,wtf,2,-0.83794624,0.3279265
00:15:19.952000,pog,pog,2,-0.91009533,0.53540695
00:15:21.879000,leaf PogChamp,leaf PogChamp,0,-0.13385396,0.17515273
00:15:31.110000,FEAD,fead,2,-0.9337771,-0.28402585
00:15:46.062000,death,death,1,-0.6125013,1.9142138
00:15:47.164000,Wtf is he doing,wtf,2,-0.83794624,0.3279265
00:15:49.063000,nice,nice,4,-0.34828776,2.3884242
00:15:54.191000,You guys really have to step up the production here FailFish,guys step production FailFish,8,0.95282024,0.6454353
00:15:55.952000,didn't know esport teams have colors what race are the blues? avatars?,didn't know esport teams colors race blues ? avatars,8,2.157297,0.34034142
00:16:06.426000,mitch should be be a omen,mitch omen,0,-0.02752274,0.013230889
00:16:08.769000,HSWP,hswp,7,-0.95306,-0.36304155
00:16:12.312000,damn this parker dude says so many random things kek,damn parker dude says random things kek,8,1.4884466,0.9403622
00:16:12.683000,comback coming soon,comback coming soon,8,0.74155694,0.835747
00:16:13.745000,SAAA,s\1\1,2,-0.7877911,0.6384025
00:16:14.429000,LUL,LUL,3,-0.8604412,0.09921318
00:16:18.100000,kinstarrrrrrr!!!!!!!!,kinsta\1\1 !,0,-0.12778068,-0.96720153
00:16:22.904000,smurfs,smurfs,2,-0.80705965,0.5295152
00:16:23.559000,<3 imGlitch <3,<3 imglitch,0,-0.38903505,-0.8761117
00:16:23.727000,"@cesarbrown370 man hes just havin a bad game, you can see he's missing his shots","@ man hes havin bad game , he's missing shots",8,2.502033,-0.18864752
00:16:24.448000,EZ,EZ,6,-0.88436234,0.1201594
00:16:24.520000,Hello who is french here,hello french,8,-0.0048745135,1.0212135
00:16:24.958000,HeyGuys,HeyGuys,7,-1.0768605,-1.0542815
00:16:25.734000,i didn't even know parker and kix played this game,didn't know parker kix played game,8,2.1624262,0.97170913
00:16:26.312000,Is that interro?,interro ?,0,-0.15150903,-0.44502583
00:16:29.813000,tex carying,tex carying,8,-0.5374817,-0.039992638
00:16:34.309000,interro and kixstar casting?,interro kixstar casting ?,0,0.27594072,-0.300369
00:16:35.023000,nrg be coming back,nrg coming,8,0.3066818,1.2708954
00:16:35.402000,Who is eeiu,eeiu,7,-0.9485773,-0.45776063
00:16:36.822000,new phanotm meta?,new meta ?,8,0.8894391,0.46528545
00:16:37.048000,KAPOW,KAPOW,3,-1.080479,-0.20203048
00:16:38.167000,R6 FAM? FOR KINSTAR?,r6 fam ? kinstar,0,0.419605,-0.7939515
00:16:41.590000,why ethos isnt playing?,ethos isnt playing ?,8,1.5278596,0.7269354
00:16:41.788000,Woah it is,woah,4,-0.80723226,1.1657733
00:16:49.477000,hold up kix and interro casting valorant?,hold kix interro casting ?,8,0.8935153,0.24994493
00:17:02.130000,@oki_E true,@ true,5,0.36282116,-0.7450959
00:17:08.183000,@johomjom OMG YES,@ omg yes,5,0.48883504,-0.9316573
00:17:10.446000,SHEEEEEESH CS PLAYER,sh\1\1sh cs player,8,0.51677305,-0.2414098
00:17:12.484000,l,l,9,-0.9285725,0.07115981
00:17:17.781000,nice aim leaf,nice aim leaf,8,0.8273679,0.93911976
00:17:19.382000,niceee,nic\1\1,4,-0.93503994,-0.08479318
00:17:20.193000,thank god,thank god,8,0.7590801,1.2356019
00:17:23.549000,no way,way,2,-0.4755498,4.00856
00:17:24.836000,did he kill him on purpose or accident??,kill purpose accident ?,8,1.1420791,0.120017625
00:17:29.272000,what hell,hell,1,-0.6196581,2.3120975
00:17:30.346000,replayyy,repla\1\1,6,-0.95955616,-0.5505076
00:17:30.525000,who's casting rn?,who's casting rn ?,8,0.78329086,0.56772155
00:17:31.201000,SeemsGood,SeemsGood,3,-1.0442829,-0.34696278
00:17:34.226000,c9 dog,c9 dog,8,0.10467272,0.9999001
00:17:34.924000,WutFace,WutFace,3,-0.89939076,-0.3707825
00:17:35.105000,leaf is really good,leaf good,8,0.7744653,2.2965438
00:17:36.880000,HSWP,hswp,7,-0.95306,-0.36304155
00:17:44.269000,kixstar and interro casting,kixstar interro casting,8,-0.09953414,0.2814333
00:17:45.367000,@NISTAR damn. they will surely get paid,@ damn . surely paid,5,1.3973739,-0.5236527
00:17:45.888000,SeemsGood SeemsGood SeemsGood,SeemsGood,3,-1.0442829,-0.34696278
00:17:46.563000,map pick ?,map pick ?,8,0.9631236,0.14669296
00:17:47.527000,both r6 casters,r6 casters,0,-0.24764043,-0.2844177
